Review #,Brand,Variety,Style,Country,Stars,Top Ten
1661.0,Chencun,Senior Food Rice Noodle Fragrant Peppery Beef,Cup,China,3.75,
1660.0,Sau Tao,Ho Fan Wonton Soup Flavored,Pack,Hong Kong,3.0,
1659.0,United,Xi Gon Satay Onion Flavor,Pack,Vietnam,2.75,
1658.0,ChoripDong,Hurricane Rice Cake (Topokki),Bowl,South Korea,5.0,
1657.0,Shan,Shoop Instant Noodles Bombay Biryani Flavour,Pack,Pakistan,2.75,
1656.0,Mama,JokCup Instant Porridge Soup Seafood Flavour,Cup,Thailand,3.5,
1655.0,Baijia,Artificial Pickled Vegetable Beef Flavor,Pack,China,3.0,
1654.0,MyOri,Malaysia Penang White Curry Noodle Super Spicy,Pack,Malaysia,5.0,
1653.0,MyOri,Malaysia Penang Green Curry Rice Vermicelli,Pack,Malaysia,5.0,
1652.0,MyOri,Malaysia Penang White Curry Noodle Original,Pack,Malaysia,5.0,
1651.0,Ruski,Chicken Flavour Instant Noodles,Pack,Malaysia,3.75,
1650.0,Ottogi,Sesame Flavor Ramen Korean Style Instant Noodle,Pack,South Korea,4.25,
1649.0,Master Kong,Seafood Flavour Instant Cooking Noodles,Pack,China,4.25,
1648.0,Wei Lih,Instant Noodles With Onion Flavour,Pack,Taiwan,4.25,
1647.0,No Name,Shrimp Flavour Oriental Noodles And Soup Mix,Cup,Canada,2.75,
1646.0,New Way,Spaghetti Instant Noodles,Tray,Vietnam,4.0,
1645.0,Lucky Me!,Supreme Jjamppong Korean Style Spicy Seafood Soup,Bowl,Philippines,3.75,
1644.0,Hao Way,Vegetarian Penang Laksa Instant Bowl Noodles,Bowl,Malaysia,2.0,
1643.0,Emart,Dare You! Habanero Jjajang Ramen,Cup,South Korea,3.5,
1642.0,Campbell's,Hearty Noodles Savoury Beef Flavour,Cup,Canada,0.25,
1641.0,One Dish Asia,Japanese Ramen Noodle,Bowl,USA,0.0,
1640.0,Long Jun Hang,Taiwan Dried Noodles With Onion Oil Sauce,Pack,Taiwan,2.0,
1639.0,Pama,Bihun Creamy Tom Yam Flavour,Cup,Malaysia,3.75,
1638.0,A-Sha Dry Noodle,Veggie Noodle Tomato Noodle With Vine Ripened Tomato Sauce,Pack,Taiwan,5.0,2015 #10
1637.0,Thai Chef,Instant Nudelsuppe Huhn Geschmack,Pack,Germany,3.0,
1636.0,Shan,Shoop Instant Noodles Masala Flavour,Pack,Pakistan,3.25,
1635.0,Wai Wai,Quick Zabb Tom Klong Flavour Instant Noodles,Pack,Thailand,2.75,
1634.0,Samyang Foods,Shoyu Noodle,Cup,South Korea,3.5,
1633.0,A-One,Mi Ly Instant Noodles Mi Bo Beef Flavor,Cup,Vietnam,3.5,
1632.0,Cintan,Mi Segera Mmm... Perisa Kari,Pack,Malaysia,3.0,
1631.0,Nissin,Donbei Tempura Soba Mini,Bowl,Japan,4.0,
1630.0,Nongshim,Korean Clay Pot Ramyun,Bowl,China,2.5,
1629.0,Hao Way,Penang Laksa Instant Bowl Noodles,Bowl,Malaysia,3.5,
1628.0,Azami,Kimchee Noodle Soup,Cup,Canada,0.0,
1627.0,Vedan,Wei Wei A Instant Noodles Hot Beef Flavour,Bowl,Taiwan,2.5,
1626.0,Nissin,Gonbuto Kistune Udon,Bowl,Japan,2.75,
1625.0,Mama,Instant Rice Noodle Soup Spicy Shrimp Flavour,Bowl,Thailand,5.0,
1624.0,Baixiang Noodles,Artificial Pork Flavour,Pack,China,3.0,
1623.0,MyKuali,Penang White Curry Noodle (New Improved Tatse),Pack,Malaysia,5.0,
1622.0,Nongshim,Quick2 Hot & Spicy Noodle Soup With Habanero & Lime,Pack,USA,4.0,
1621.0,Myojo,MenWhite Creamy Tonkotsu,Bowl,Japan,3.0,
1620.0,Premiere,Gold Penang Asam Laksa Bihun,Pack,Malaysia,3.25,
1619.0,Nissin,Chu Qian Yi Ding Tom Yum Instant Noodles With Soup Base,Pack,Singapore,3.75,
1618.0,Deshome,Aloe This Noodles With Camellia Oil Spicy Bean Sauce Flavor,Pack,Taiwan,2.5,
1617.0,MyKuali,Penang Hokkien Prawn Noodle (New Improved Taste),Pack,Malaysia,5.0,2015 #7
1616.0,Unif-100,Instant Noodles Artificial Spicy Beef Flavor (New Package),Pack,China,3.5,
1615.0,Hankow,Shanghai Kaiyang Noodle,Pack,China,4.0,
1614.0,The Bridge,Penang White Curry Noodle,Pack,Malaysia,5.0,
1613.0,Maruchan,Kaoru Maitake Tempura Udon,Bowl,Japan,3.25,
1612.0,Shan,Shoop Instant Noodles Spicy Lemon Flavour,Pack,Pakistan,3.25,
1611.0,Lucky Me!,Supreme Seafood Flavor Big Cup,Bowl,Philippines,4.0,
1610.0,Paldo Vina,Koreno Premium Ginseng Flavor,Pack,Vietnam,3.0,
1609.0,Mitoku,Brown Rice Ramen,Pack,Japan,0.25,
1608.0,Hao Way,Penang Vegetarian Prawn Instant Noodles,Pack,Malaysia,4.5,
1607.0,Myojo,Nyumen Desse Shoyu,Bowl,Japan,2.75,
1606.0,Maggi,Perencah Kari Letup Mi Segera,Pack,Malaysia,4.0,
1605.0,Nissin,Demae Iccho Mushroom With Vegetables Flavour Macaroni,Pack,Hong Kong,3.5,
1604.0,Unzen,Mushroom Honpo Shiitake Nutritious Noodle,Pack,Japan,1.0,
1603.0,Salam Mie,Mi Goreng Ala Jawa Dengan Sambal Cabe Asli,Pack,Indonesia,5.0,
1602.0,Vina Acecook,Mikochi Tom Yum Flavor Instant Noodles,Pack,Vietnam,3.5,
1601.0,Nongshim,Jinjja Jinjja (New),Pack,South Korea,5.0,
1600.0,Chering Chang,Instant Non-Fried Noodles Shallot Pork Flavour,Pack,Taiwan,5.0,
1599.0,Nissin,Top Ramen Super Noodles Tomato,Pack,India,3.5,
1598.0,Mama,Cup Rice Vermicelli Shrimp Creamy Tom Yum,Cup,Thailand,4.0,
1597.0,Nissin,Original Chow Mein Premium Spicy Chicken Flavor,Tray,USA,4.0,
1596.0,Uncle Sun,White Curry Noodle More Spicy,Pack,Malaysia,3.0,
1595.0,JML,Emporer Instant Noodles Spicy Chicken,Pack,China,5.0,
1594.0,Acecook,Jan Jan Dashi Shoyu Yakisoba,Cup,Japan,2.25,
1593.0,Nongshim,Tteokgukmyun,Pack,South Korea,4.25,
1592.0,Mom's Dry Noodle,Vegan Chilli With Sesame Sauce,Pack,Taiwan,5.0,
1591.0,Mi E-Zee,Perisa Sayuran,Pack,Malaysia,3.5,
1590.0,Mi E-Zee,Perisa Kari Sayuran,Pack,Malaysia,3.75,
1589.0,E-mi,Mi Perencah Ayam Jagung,Pack,Malaysia,3.75,
1588.0,Mi E-Zee,Perisa Bayam,Pack,Malaysia,3.5,
1587.0,Mi E-Zee,Plain Noodles,Pack,Malaysia,,
1586.0,J.J.,Snek Mi Perisa Ayam,Pack,Malaysia,3.75,
1585.0,CarJEN,Nyonya Curry Laksa,Pack,Malaysia,5.0,2015 #4
1584.0,E-mi,Mi Perencah Asam Pedas,Pack,Malaysia,3.75,
1583.0,J.J.,Snek Mi Perisa BBQ,Pack,Malaysia,4.0,
1582.0,Mi E-Zee,Perisa Kari / Curry Flavour,Pack,Malaysia,4.0,
1581.0,United,3 Con Tom Instant Noodles Thailand Sour Shrimp Flavor,Pack,Vietnam,2.75,
1580.0,Emart,Dare You! Habanero Ramen (New Edition),Pack,South Korea,3.75,
1579.0,Curry Prince,Penang Authentic White Curry Noodle,Pack,Malaysia,4.0,
1578.0,Nissin,Gonbuto Tempura Udon,Bowl,Japan,4.0,
1577.0,Mama,Pork Flavour Whole Wheat Noodle,Pack,Thailand,3.75,
1576.0,Maggi,Authentic Indian Noodles Vegetable Atta Masala,Pack,India,3.75,
1575.0,Paldo,Jjajangmen Chajang Noodle King Bowl,Bowl,South Korea,5.0,
1574.0,Chering Chang,Steam Vegetarian Flavor Noodles,Pack,Taiwan,3.5,
1573.0,Hao Way,Penang White Curry Instant Bowl Noodles,Bowl,Malaysia,4.75,
1572.0,Master Kong,Artificial Seafood Flavor Instant Noodle,Pack,China,3.75,
1571.0,Econsave,Choice Instant Noodles Curry Flavour,Pack,Malaysia,3.5,
1570.0,Maruchan,"Big Cup Ramen Corn, Salt & Butter Flavor",Bowl,Japan,5.0,
1569.0,Maggi,Mi Goreng Perencah Kari Ori,Pack,Malaysia,4.0,
1568.0,Mama,Instant Noodles Cup Beef Flavour,Cup,Thailand,3.5,
1567.0,Nissin,Emergency Cup Noodle,Cup,Japan,4.25,
1566.0,Nissin,Cup Noodles Tomato Enjoy Noodles With Hot Soup,Cup,India,3.25,
1565.0,Oyatsu,Baby Star Snack Noodle Chicken Flavour,Pack,Japan,2.5,
1564.0,A-One,Mì Ly Instant Noodles Mì Thịt Xào Pork Flavor,Cup,Vietnam,3.0,
1563.0,Nongshim,Shin Ramyun Noodle Soup (New Edition),Pack,USA,4.25,
1562.0,Koka,Purple Wheat Noodles Soy & Vinegar Flavor,Pack,Singapore,2.75,
1561.0,Uncle Sun,White Curry Noodle,Pack,Malaysia,4.5,
1560.0,Kin-Dee,Instant Rice Noodle Spicy Seafood,Tray,Thailand,3.75,
1559.0,Master Kong,Spicy Beef Flavor Instant Noodle,Pack,China,4.0,
1558.0,No Name,Beef Flavour Oriental Noodles And Soup Mix,Cup,Canada,2.0,
1557.0,Hao Way,Penang Laksa ,Pack,Malaysia,3.5,
1556.0,Ching's Secret,Hot Garlic Instant Noodles,Pack,India,3.75,
1555.0,Ko-Lee,Instant Noodles Taste Sensation Mixed Vegetable Flavour,Pack,UK,3.5,
1554.0,ICA,Asia Fast Noodles Snabbnudlar Räksmak,Pack,Sweden,3.0,
1553.0,Mamee,Mi Segera Perisa Itik,Pack,Malaysia,3.75,
1552.0,Bamee,Oriental Style Instant Noodles Pa-Lo Duck Flavour,Pack,Thailand,3.5,
1551.0,Myojo,Men Black Seafood Tonkotsu,Bowl,Japan,3.5,
1550.0,Ibumie,Penang White CurryMee,Pack,Malaysia,5.0,
1549.0,Sapporo Ichiban,Chow Mein Japanese Style Noodles Yakisoba,Pack,Canada,5.0,
1548.0,Samyang Foods,Curry Noodle,Cup,Japan,3.75,
1547.0,Vedan,Volcano Spicy Pork Noodle,Bowl,Taiwan,4.25,
1546.0,Nissin,Demae Rice Vermicelli Beef Flavour,Pack,Hong Kong,3.5,
1545.0,Nanyang Chef,Penang Asam Pedas Hot & Sour Noodle,Pack,Malaysia,5.0,
1544.0,Thai Pavilion,Pad Thai Instant rice Noodles & Sauce,Tray,USA,1.5,
1543.0,Maggi,2 Minute Noodles Hungrooo Masala Spicy,Pack,India,3.75,
1542.0,Koka,Noodles Beef Flavour,Cup,Singapore,2.5,
1541.0,Wu-Mu,Steam Pork Flavour,Pack,Taiwan,3.75,
1540.0,Unif-100,Instant Noodles Artificial Shallot Beef Flavour,Pack,China,4.25,
1539.0,New Touch,Kimchi Noodle,Bowl,Japan,3.5,
1538.0,Sau Tao,Oat Noodle Tomato Soup Flavored,Pack,Hong Kong,4.5,
1537.0,Wai Wai,Quick Zabb Chili Paste Tom Yum Flavour Instant Noodles,Pack,Thailand,3.75,
1536.0,Paldo Vina,Koreno Premium Shrimp Flavor,Pack,Vietnam,3.25,
1535.0,Sau Tao,Oat Noodle Pork Rib Flavored,Pack,Hong Kong,3.5,
1534.0,Vit's,Seafood Instant Noodles,Pack,Malaysia,3.75,
1533.0,Miliket,Sate Flavor Instant Noodles,Pack,Vietnam,3.75,
1532.0,Lucky Me!,Special Instant Noodles Jjamppong Flavor,Pack,Philippines,4.5,
1531.0,Lucky Me!,Special Instant sopas Chicken Flavor,Pack,Philippines,3.75,
1530.0,Lucky Me!,Spicy Beef Mami Instant Noodle Soup,Pack,Philippines,4.0,
1529.0,Lucky Me!,Special Instant Curly Spaghetti With Yummy Red Sauce,Pack,Philippines,4.0,
1528.0,Lucky Me!,Supreme Pinoy Chicken Instant Noodles,Cup,Philippines,3.25,
1527.0,Lucky Me!,Special Baked Mac Style Instant Macaroni,Pack,Philippines,4.5,
1526.0,Lucky Me!,La Paz Batchoy Instant Noodle Soup,Pack,Philippines,3.75,
1525.0,Pama,Instant Kua Teow Tom Yam,Cup,Malaysia,3.75,
1524.0,Nissin,Chu Qian Yi Ding Spicy Sesame Flavour Instant Noodles With Soup Base,Pack,Singapore,3.5,
1523.0,Paldo,Jjamppong Seafood Noodle King Bowl,Bowl,South Korea,5.0,
1522.0,Vifon,Instant Porridge Seafood Flavour,Pack,Vietnam,3.25,
1521.0,Maruchan,Gotsumori Sauce Yakisoba,Tray,Japan,5.0,2015 #9
1520.0,Yum Yum,Oriental Style Instant Noodles Wasabi Flavour,Pack,Thailand,3.0,
1519.0,Ching's Secret,Manchurian Instant Noodles,Pack,India,3.5,
1518.0,Mamee,Chef Gold Recipe Bihun Kari Seribu Rasa,Pack,Malaysia,4.5,
1517.0,Katoz,Instant Noodles Spicy Chili,Pack,Sweden,3.5,
1516.0,Men-Sunaoshi,Miso Ramen,Pack,Japan,3.75,
1515.0,Nongshim,Neoguri Udon Seafood & Mild,Pack,South Korea,4.0,
1514.0,Maggi,Royale Penang Seafood Curry,Pack,Malaysia,4.5,
1513.0,Mama,Instant Noodles Tom Yum Pork Flavour,Pack,Thailand,4.0,
1512.0,Chewy,Japanese Fried Ramen Noodles Kyoto Barbecue Sauce Flavour,Pack,Hong Kong,1.75,
1511.0,Long Jun Hang,Tainan Yi Mien With Sesame Oil Sauce,Pack,Taiwan,3.25,
1510.0,Knorr,Quick Serve Macaroni Wonton Broth,Pack,Hong Kong,3.25,
1509.0,Nissin,Donbei Kitsune Udon Mini,Bowl,Japan,3.5,
1508.0,Mamee,Chef Gold Recipe Mi Kari Seribu Rasa,Pack,Malaysia,5.0,2015 #6
1507.0,Nissin,Chu Qian Yi Ding Prawn Flavour Instant Noodles With Soup Base,Pack,Singapore,3.5,
1506.0,Nissin,Cup Noodles Mug Noodles Spicy Vegetable,Pack,India,3.75,
1505.0,Shan,Shoop Instant Noodles BBQ Flavour,Pack,Pakistan,3.25,
1504.0,Master Kong,Stewed Beef Flavor Cooking Noodle,Pack,China,4.25,
1503.0,Nongshim,Bowl Noodle Soup Shrimp Habanero Lime Flavor,Bowl,USA,3.25,
1502.0,JML,Artificial Pork Flavor Noodles,Pack,China,4.0,
1501.0,Acecook,Ohmori Chukafu Yakisoba,Tray,Japan,3.25,
1500.0,MyKuali,Penang Red Tom Yum Goong Noodle,Pack,Malaysia,5.0,2015 #1
1499.0,United,Instant Noodles Xi Gon Artificial Stewed Beef Flavor,Pack,Vietnam,3.25,
1498.0,Samyang Foods,Sogokimyun Hot Flavor Noodle Soup,Pack,South Korea,3.5,
1497.0,Nissin,Easy Fideos Picante Lime Shrimp Flavor Ramen Noodle Soup,Cup,USA,3.5,
1496.0,Master Kong,Mianba Pork Ribs Flavor Instant Noodles,Pack,China,4.5,
1495.0,Super,Instant Noodles Mee Goreng,Cup,Malaysia,3.75,
1494.0,Indomie,Pop Mie Chicken Flavour Cup Noodles,Cup,Indonesia,3.5,
1493.0,Maruchan,Magomi-an Kitsune Udon (Eastern Japan Flavor),Bowl,Japan,4.25,
1492.0,Wai Wai,Quick Zabb Tom Yum Shrimp Flavour Instant Noodles,Pack,Thailand,4.0,
1491.0,Ottogi,Potato Ramen,Pack,South Korea,3.75,
1490.0,Nissin,Soba Chili Noodles With Japanese Yakisoba Sauce,Cup,Germany,3.5,
1489.0,Maggi,Multigrainz Noodles Spice Remix,Pack,India,3.25,
1488.0,Mom's Dry Noodle,Sichuan Spicy Flavor,Pack,Taiwan,5.0,
1487.0,ICA,Asia Snabbnudlar Kycklingsmak,Pack,Sweden,3.25,
1486.0,Mom's Dry Noodle,Onion Oil & Shrimp Flavor,Pack,Taiwan,5.0,
1485.0,Nongshim,Spicy Tonkotsu Noodle Soup,Pack,USA,5.0,
1484.0,Ibumie,Mee Baa..Gus Mi Goreng Spicier Original Flavour,Pack,Malaysia,3.75,
1483.0,Four Seas,Hot & Spicy Instant Noodle (Mushroom & Beef Flavour),Pack,Hong Kong,4.0,
1482.0,Maruchan,I Want To Eat Ramen' Shoyu Flavor,Pack,Japan,4.0,
1481.0,Master Kong,Mushroom Stew Chicken Ramen,Pack,China,3.5,
1480.0,Paldo,Jjol Bibim Men,Pack,South Korea,4.0,
1479.0,Nissin,Cup Noodles Easy Fideos Tomato Chicken Flavor Ramen Noodle Soup,Cup,USA,3.5,
1478.0,Ruski,Tom Yam Flavour Instant Noodles,Pack,Thailand,4.0,
1477.0,Mama,Instant Noodles Moo Nam Tok Flavour,Pack,Thailand,4.0,
1476.0,Thai Chef,Instant Nudelsuppe Shrimp Flavour,Pack,Germany,3.5,
1475.0,Bamee,Cup Oriental Style Instant Noodles Chicken Flavour,Cup,Thailand,3.25,
1474.0,Mama,Instant Noodle Shrimp Tom Yum Flavour Jumbo Pack,Pack,Thailand,4.0,
1473.0,Mama,Instant Cup Noodles Shrimp Tom Yum Flavour (Extreme),Cup,Thailand,5.0,
1472.0,Ruski,Chicken Masala Flavour Instant Fried Noodles,Pack,Thailand,3.75,
1471.0,Mama,Instant Noodles Shrimp Creamy Tom Yum Flavour Jumbo Pack,Pack,Thailand,5.0,2013 #10
1470.0,Mama,Instant Cup Noodles Spicy Cheese Flavour,Cup,Thailand,3.5,
1469.0,Bamee,Oriental Style Instant Noodles Beef Flavour,Pack,Germany,3.25,
1468.0,Mama,Instant Cup Noodles Seafood Pad Kee Mao Flavour,Cup,Thailand,5.0,
1467.0,Ruski,Creamy Tom Yam Instant Noodles,Pack,Thailand,4.5,
1466.0,Mama,Oriental Style Instant Noodles Green Curry Flavour Jumbo Pack,Pack,Thailand,5.0,2015 #8
1465.0,Thai Chef,"Shrimp ""Tom Yum"" Instant Nudelsuppe",Pack,Germany,3.5,
1464.0,Nanyang Chef,Penang White curry Noodle With Nanyang Chilli Paste,Pack,Malaysia,4.75,
1463.0,Maruchan,Instant Lunch California Vegetable Ramen Noodles With Vegetables,Cup,USA,3.5,
1462.0,Wei Lih,Steam Instant Noodles Korean Salt & Rib Soup Flavour,Bowl,Taiwan,2.25,
1461.0,Nissin,Cup Noodles Black Pepper Crab Flavour,Cup,Singapore,4.0,
1460.0,Nissin,Premium Instant Noodles Spicy Beef Flavour,Pack,Singapore,3.75,
1459.0,Nissin,Cup Noodles Tom Yam Veg Flavour,Cup,Singapore,4.0,
1458.0,Nissin,Premium Instant Noodles Roasted Beef Flavour,Bowl,Singapore,3.75,
1457.0,Nissin,Chu Qian Yi Ding Sesame Oil Flavour,Pack,Singapore,3.75,
1456.0,Nissin,Cup Noodles Chicken Flavour,Cup,Singapore,3.5,
1455.0,Nissin,Premium Instant Noodles XO Sauce Seafood Flavour,Pack,Singapore,3.75,
1454.0,Nissin,Cup Noodles Chilli Crab Flavour,Cup,Singapore,4.0,
1453.0,Nissin,Japanese Ramen Kyushu Black Instant Noodles With Soup Base,Pack,Singapore,5.0,
1452.0,Nissin,Premium Instant Noodles Spicy Beef Flavour,Bowl,Singapore,3.75,
1451.0,Nissin,Cup Noodles Tom Yam Seafood Flavour,Cup,Singapore,4.0,
1450.0,Nissin,Japanese Ramen Tokyo Shoyu Instant Noodles With Soup Base,Pack,Singapore,5.0,
1449.0,Nissin,Cup Noodles Seafood Curry Flavour,Cup,Singapore,4.0,
1448.0,Nissin,Premium Instant Noodles Roasted Beef Flavour,Pack,Singapore,4.25,
1447.0,Nissin,Cup Noodles Cream Of Chicken Flavour,Cup,Singapore,4.0,
1446.0,Myojo,Ippei-Chan Jumbo Night Market Style Yakisoba,Tray,Japan,4.5,
1445.0,MyKuali,Penang Hokkien Prawn Noodle,Pack,Malaysia,5.0,
1444.0,Maruchan,Instant Lunch Jalapeno Cheddar Flavor Ramen Noodles,Cup,USA,3.5,
1443.0,Nongshim,Harmony Korean Spicy Noodle Dish With Chipotle,Pack,USA,4.25,
1442.0,Maggi,2 Minute Noodles Tom Yam Flavour,Pack,Singapore,3.5,
1441.0,Nissin,Souper Meal Chili Picante Chicken With Lime Flavor Ramen Noodle Soup,Bowl,USA,3.5,
1440.0,Wu-Mu,Dried Noodle With Beef Flavor Sauce,Pack,Taiwan,3.0,
1439.0,Adabi,Mi Segera Mi Goreng Pedas Instant Noodles,Pack,Malaysia,3.5,
1438.0,Maruchan,Old Style Miso Ramen,Pack,Japan,3.5,
1437.0,Knorr,Quick Serve Macaroni Abalone & Chicken Flavour,Pack,Hong Kong,3.0,
1436.0,Chencun,Rice Noodle Beef With Brown Sauce,Cup,China,3.5,
1435.0,Maggi,2 Minute Noodles Assam Laksa Flavour,Pack,Singapore,4.0,
1434.0,Maggi,Hot Cup Perisa Kari,Cup,Malaysia,3.5,
1433.0,Maggi,2 Minute Noodles Curry Flavour,Pack,Singapore,3.75,
1432.0,Maggi,Senses Laksa Instant Noodles,Pack,Singapore,5.0,
1431.0,Maggi,Extra Spicy Curry Instant Noodles,Pack,Singapore,5.0,
1430.0,Samyang Foods,Buldak Bokkummyeon,Bowl,South Korea,4.0,
1429.0,Nissin,Sabor A Gallina Fideos Con Instantanea,Pack,Colombia,3.5,
1428.0,Myojo,Chukazanmai Beijing Style Salt Ramen,Pack,Japan,3.0,
1427.0,Osaka Ramen,Miso Ramen,Bowl,USA,3.75,
1426.0,Ottogi,Cheese Bokki,Bowl,South Korea,4.0,
1425.0,Hao Way,Instant Penang White Curry Noodles,Pack,Malaysia,4.5,
1424.0,Sainsbury's,Curry Flavour Instant Noodles,Pack,UK,1.5,
1423.0,Vina Acecook,King Chef Seafood With Kimchi Flavour,Pack,Vietnam,3.0,
1422.0,Nissin,Pan Asian Kitchen Spicy Szechuan Chicken Flavor Ramen Noodles,Tray,USA,3.0,
1421.0,Nongshim,Korean Clay Pot Ramyun Noodle,Cup,China,2.75,
1420.0,Maruchan,I Want To Eat Ramen Shio,Pack,Japan,3.75,
1419.0,Vifon,Ngon-Ngon Tom Yum Minced Pork Noodle,Cup,Vietnam,3.5,
1418.0,Ottogi,Ppushu Ppushu Grilled Chicken Flavor,Pack,South Korea,1.0,
1417.0,Sau Tao,Oat Noodle Abalone Flavored,Pack,Taiwan,1.75,
1416.0,Myojo,Chukazanmai Szechuan Style Miso,Pack,Japan,2.0,
1415.0,Chewy,Instant Rice Vermicelli Original Flavour,Pack,Hong Kong,0.5,
1414.0,Paldo,Cheese Ramyun (for US market),Pack,South Korea,5.0,
1413.0,Chering Chang,Curry La-Men,Pack,Taiwan,5.0,
1412.0,Chewy,Non-Fried Ramen Noodles Taiwan Roast Pork Flavour,Pack,Hong Kong,4.0,
1411.0,A-Sha Dry Noodle,Prince Katsu Snack Noodles,Pack,Taiwan,4.0,
1410.0,Adabi,Mi Segera Tom Yam Instant Noodles,Pack,Malaysia,3.25,
1409.0,Baixiang Noodles,Spicy Artificial Beef Flavour Instant Noodles With Soup Base,Pack,China,3.5,
1408.0,Pamana,Chicken Sopas Creamy Macaroni Soup,Cup,Philippines,3.5,
1407.0,Annie Chun's,Ramen House Thai Coconut Ramen,Pack,USA,5.0,
1406.0,La Fonte,Spaghetti With Mushroom Sauce,Pack,Indonesia,3.75,
1405.0,Maggi,Masala Dumdaar Noodles,Pack,India,3.75,
1404.0,Thai Choice,Instant Noodles Seafood Flavour,Cup,Thailand,4.0,
1403.0,Tesco,Everyday Value Chicken & Mushroom Flavour,Cup,UK,0.5,
1402.0,Pop Bihun,Spesial Rasa Kari Ayam Pedas,Pack,Indonesia,3.75,
1401.0,Myojo,Yomise No Yakisoba Shiodare Flavor With Black Pepper Mayonnaise,Tray,Japan,3.75,
1400.0,Pulmuone,Nature Is Delicious Non-Fried Ramyun (Spicy Flavor) (New Version),Pack,South Korea,3.75,
1399.0,Vina Acecook,Oh! Ricey Pho Bo Instant Rice Noodles,Bowl,Vietnam,3.75,
1398.0,Nissin,Fried Noodle Specialist Tom Yam Mee Goreng Flavour,Pack,Singapore,3.0,
1397.0,Wu-Mu,Steam Seafood Flavor Ramen,Pack,Taiwan,4.0,
1396.0,Oyatsu,Baby Star Snack Noodle Yakisoba Flavor,Pack,Japan,4.75,
1395.0,Snapdragon,Singapore Laksa Curry Soup Bowl,Bowl,USA,4.25,
1394.0,Paldo,Mild Kokomen (Prototype),Pack,South Korea,4.5,
1393.0,Saji,Sajimee Curry Soup Flavour,Pack,Malaysia,4.25,
1392.0,Miracle Noodle,Miso Marvellous Soup,Pack,USA,4.0,
1391.0,Shan,Shoop Instant Noodles Chicken Flavour,Pack,Pakistan,3.5,
1390.0,Indomie,Mi Goreng Rasa Iga Penyet,Pack,Indonesia,4.75,
1389.0,Tiger Tiger,Traveller's Choice Thai Red Curry Flavour Instant Noodles,Pack,UK,1.75,
1388.0,Paldo,Barbecue Ramyun (Prototype),Pack,South Korea,3.75,
1387.0,Takamori Kosan,Red Pepper 7 Garlic Peperoncino,Pack,Japan,4.0,
1386.0,Takamori Kosan,Sukiyaki Style Noodle Stew,Pack,Japan,4.5,
1385.0,Takamori Kosan,Yaki-Udon Roast Soy Sauce,Pack,Japan,3.75,
1384.0,Takamori Kosan,Hiyashi Udon Bonito Sauce,Pack,Japan,3.0,
1383.0,Takamori Kosan,Futomen Yakisoba,Pack,Japan,4.75,
1382.0,Takamori Kosan,Hiyashi Chuka Lemon Sauce,Pack,Japan,4.75,
1381.0,Takamori Kosan,Curry Udon,Pack,Japan,5.0,
1380.0,Takamori Kosan,Chanpon,Pack,Japan,3.75,
1379.0,Takamori Kosan,Shio Yakisoba,Pack,Japan,4.0,
1378.0,Takamori Kosan,Yakisoba,Pack,Japan,5.0,
1377.0,Takamori Kosan,Yaki-Udon Mild Spicy Sauce,Pack,Japan,4.25,
1376.0,Takamori Kosan,Katsuo Dashi Udon,Pack,Japan,3.75,
1375.0,Takamori Kosan,Spaghetti Napolitan,Pack,Japan,4.0,
1374.0,Tokyo Noodle,Spicy Garlic Ramen,Pack,Japan,3.25,
1373.0,Tesco,Everyday Value Beef & Tomato Flavour Noodles,Cup,UK,2.0,
1372.0,Samyang Foods,Nagasaki Jjamppong,Cup,South Korea,3.75,
1371.0,Campbell's,Hearty Noodles Thai Flavour,Cup,Canada,0.0,
1370.0,Papa,Oriental Style Instant 'Kua-Chap',Pack,Thailand,3.25,
1369.0,A-Sha Dry Noodle,Hello Kitty Za Jiang (Soybean Sauce),Pack,Taiwan,3.25,
1368.0,Nissin,Soba Teriyaki Noodles With Japanese Yakisoba Sauce,Cup,Germany,3.0,
1367.0,Sawadee,Instant Noodles Vegetable & Mushroom Flavour,Pack,UK,1.5,
1366.0,Nongshim,Sir Long Tang Creamy Beef Noodle Soup,Cup,USA,4.25,
1365.0,Four Seas,Seaweed Hot & Spicy Instant Noodle Mushroom & Beef Flavour,Bowl,Hong Kong,3.5,
1364.0,Golden Wheat,Korean Style Stew Pork Flavour Noodle Soup,Bowl,China,1.75,
1363.0,Sau Tao,Instant Noodle King Won Ton Flavor,Pack,Hong Kong,2.75,
1362.0,Mamee,Instant Noodles Curry Flavour,Pack,Malaysia,3.5,
1361.0,Mamee,Chef Creamy Tom Yam Flavour,Pack,Malaysia,5.0,
1360.0,Mamee,Monster BBQ Flavour Snack Noodles,Pack,Malaysia,3.75,
1359.0,Mamee,Chef Curry Laksa Flavour,Cup,Malaysia,5.0,
1358.0,Mamee,SLLRRRP! Asam Laksa,Pack,Malaysia,4.0,
1357.0,Mamee,Mie Goreng Indonesia Spicy Sambal,Cup,Malaysia,5.0,
1356.0,Mamee,Chef Spicy Chicken Shiitake Flavour,Pack,Malaysia,3.25,
1355.0,Mamee,Instant Vermicelli Chicken Flavour,Pack,Malaysia,3.25,
1354.0,Mamee,Chef Creamy Tom Yam Flavour,Cup,Malaysia,4.75,
